CL,CD,CM
1.0248,0.02237,-0.0355
1.0919,0.02973,-0.029
1.1413,0.04026,-0.0218
1.1001,0.05503,-0.0091
1.0066,0.07738,-0.0144
0.2214,0.00813,-0.0508
0.3867,0.00775,-0.0603
0.5065,0.00781,-0.0622
0.5986,0.00845,-0.0579
0.6948,0.00944,-0.0545
0.7888,0.01085,-0.0511
0.8787,0.01296,-0.0476
0.9628,0.01611,-0.0437
1.0321,0.0212,-0.0371
1.0964,0.02807,-0.0303
1.1455,0.03838,-0.0226
1.1156,0.05129,-0.0103
1.0423,0.06977,-0.0114
0.242,0.00725,-0.0553
0.3625,0.00706,-0.055
0.5089,0.00725,-0.0623
0.5976,0.00792,-0.0577
0.6945,0.00893,-0.0546
0.7897,0.01035,-0.0515
0.8819,0.01239,-0.0485
0.9684,0.01531,-0.045
1.0447,0.01951,-0.0394
1.1078,0.02541,-0.032
1.161,0.03399,-0.0249
1.1491,0.04564,-0.0129
1.0937,0.06056,-0.009
-0.0,0.00786,-0.0
0.0885,0.00807,0.0033
0.2879,0.00774,-0.0113
0.359,0.01092,-0.0027
0.4517,0.0129,0.001
0.5471,0.01519,0.0044
0.6428,0.01985,0.0081
0.7276,0.02881,0.0127
0.6705,0.09102,-0.0075
0.6824,0.1075,-0.0089
0.6702,0.12676,-0.0249
0.6892,0.14245,-0.0304
-0.0,0.00718,-0.0
0.1513,0.00717,-0.0087
0.2788,0.0076,-0.0087
0.3603,0.01018,-0.0034
0.454,0.01179,0.0003
0.5501,0.01362,0.0035
0.6442,0.0177,0.0073
0.7296,0.02602,0.0115
0.7756,0.04228,0.0163
0.693,0.08176,0.0021
0.5892,0.11797,-0.0161
0.5868,0.13822,-0.0227
-0.0,0.00668,-0.0
0.1843,0.00648,-0.0148
0.2747,0.00768,-0.0082
0.3617,0.00963,-0.0039
0.456,0.01098,-0.0003
0.552,0.01274,0.003
0.6463,0.01638,0.0068
0.739,0.02144,0.0104
0.7939,0.03541,0.0154
0.77,0.06035,0.0137
-0.0015,0.01859,0.0003
0.2302,0.01682,-0.0187
0.3343,0.01546,-0.0148
0.4251,0.01381,-0.0084
0.4801,0.01502,0.0032
0.5726,0.01693,0.0048
0.6683,0.01864,0.0061
0.7679,0.02071,0.0067
0.8782,0.02369,0.005
0.9597,0.02677,0.0081
0.9672,0.03023,0.0244
1.0103,0.03605,0.0321
1.0134,0.0434,0.0428
-0.0,0.01494,0.0
0.1436,0.01445,-0.0014
0.2433,0.01341,0.0027
0.3321,0.01204,0.009
0.3962,0.01274,0.0191
0.4763,0.01456,0.0232
0.5737,0.01599,0.0244
0.6812,0.01784,0.0234
0.7959,0.02027,0.0208
0.9166,0.02373,0.0163
0.9695,0.02629,0.024
1.0218,0.03009,0.0314
1.0485,0.03644,0.0403
0.0,0.01248,-0.0
0.1077,0.01246,0.0051
0.2108,0.0116,0.0085
0.3068,0.0105,0.0128
0.37,0.01161,0.0225
0.449,0.01318,0.0274
0.5409,0.0144,0.0301
0.6393,0.0161,0.0311
0.7545,0.018,0.0287
0.8769,0.02091,0.024
0.9676,0.02377,0.0246
1.0207,0.02746,0.0319
1.067,0.03156,0.0388
0.1877,0.03191,-0.0139
0.4957,0.02563,-0.0241
0.5701,0.02233,-0.0148
0.6338,0.01874,-0.003
0.5283,0.01842,0.0365
0.4937,0.0193,0.0585
0.5449,0.02116,0.0649
0.6198,0.02302,0.0675
0.7009,0.02514,0.0694
0.7854,0.02785,0.0704
0.8635,0.03107,0.0714
-0.0001,0.02826,0.0
0.2288,0.02641,-0.0191
0.303,0.02465,-0.0108
0.3519,0.02211,0.0022
0.483,0.0192,0.0009
0.4611,0.01702,0.0244
0.4939,0.01633,0.0398
0.5132,0.01837,0.0516
0.5799,0.02025,0.0554
0.6519,0.02213,0.0588
0.7275,0.02422,0.0616
0.8043,0.0269,0.0636
0.8724,0.02978,0.0664
-0.0001,0.02475,0.0
0.1082,0.02336,0.002
0.2649,0.02104,-0.003
0.3232,0.01904,0.0066
0.4362,0.01662,0.008
0.5144,0.01426,0.0153
0.4949,0.01557,0.0366
0.5351,0.01764,0.0455
0.6041,0.01942,0.0494
0.7493,0.02342,0.0561
0.8201,0.02577,0.0591
0.8857,0.02871,0.062
-0.0001,0.03189,0.0
0.2446,0.03028,-0.0226
0.4162,0.02738,-0.0309
0.5413,0.02437,-0.0309
0.6275,0.02169,-0.0244
0.707,0.02063,-0.0164
0.6842,0.02194,0.0067
0.6232,0.02221,0.0364
0.6445,0.02299,0.0497
0.6347,0.02309,0.0689
0.7112,0.0249,0.0711
0.7763,0.02695,0.0751
0.8618,0.02998,0.0738
0.0594,0.02668,-0.0106
0.2367,0.02528,-0.0201
0.4802,0.02105,-0.0195
0.555,0.01918,-0.0114
0.4993,0.01804,0.0413
0.4969,0.01855,0.0591
0.5414,0.01954,0.0675
0.609,0.02095,0.0717
0.6794,0.02274,0.075
0.7517,0.02487,0.0774
0.8207,0.02763,0.0798
-0.0001,0.02291,0.0
0.1508,0.02219,-0.0044
0.3269,0.02064,-0.0139
0.4354,0.01875,-0.0117
0.5079,0.01684,-0.0029
0.5114,0.01644,0.0182
0.499,0.01747,0.0564
0.5638,0.01883,0.0611
0.636,0.02024,0.0647
0.7068,0.022,0.0683
0.776,0.02425,0.0713
0.8414,0.02678,0.0742
0.6437,0.01419,-0.1555
0.7552,0.01413,-0.1552
0.852,0.01408,-0.1517
0.9557,0.014,-0.15
1.0701,0.01456,-0.1517
1.1756,0.0152,-0.151
1.272,0.01594,-0.1485
1.3602,0.01678,-0.1443
1.4372,0.01773,-0.138
1.4845,0.01902,-0.1264
1.4983,0.02138,-0.1104
1.5007,0.02585,-0.096
1.4837,0.03355,-0.0834
0.6711,0.01213,-0.1602
0.78,0.01217,-0.1595
0.8811,0.01225,-0.1572
0.9628,0.01219,-0.1504
1.082,0.01264,-0.153
1.1832,0.0133,-0.1516
1.2762,0.01405,-0.1484
1.3603,0.01492,-0.1435
1.4251,0.01598,-0.1349
1.4675,0.01751,-0.1228
1.4853,0.02039,-0.1083
1.4912,0.02538,-0.0951
1.4736,0.03372,-0.0832
0.6825,0.0109,-0.1621
0.7921,0.01099,-0.1616
0.8905,0.0111,-0.1589
0.9797,0.01119,-0.1539
1.0855,0.01146,-0.1532
1.1843,0.01212,-0.1513
1.2743,0.01288,-0.1476
1.3511,0.01375,-0.1412
1.4171,0.0149,-0.133
1.4558,0.01666,-0.1205
1.4801,0.01977,-0.1075
1.4821,0.02535,-0.0944
1.4696,0.03373,-0.0834
0.3146,0.0185,-0.0692
0.436,0.01781,-0.0728
0.5555,0.01656,-0.0739
0.6696,0.01594,-0.0744
0.7831,0.01522,-0.0749
0.8769,0.01483,-0.0709
0.9248,0.0191,-0.0622
1.0071,0.02154,-0.059
1.0977,0.02412,-0.057
1.191,0.02678,-0.0555
1.2799,0.0298,-0.0536
1.3484,0.03293,-0.0488
1.3886,0.036,-0.0405
0.3376,0.01547,-0.0749
0.4529,0.01495,-0.0759
0.5692,0.01428,-0.0769
0.6871,0.01383,-0.0787
0.7978,0.0133,-0.0783
0.8704,0.01506,-0.0716
0.9413,0.01814,-0.0666
1.0238,0.0202,-0.063
1.106,0.02264,-0.0595
1.1919,0.02512,-0.0568
1.2729,0.02768,-0.0536
1.3416,0.03057,-0.0493
1.395,0.03405,-0.0441
0.3464,0.01361,-0.077
0.4623,0.01317,-0.0781
0.5784,0.01273,-0.0791
0.6953,0.01244,-0.0806
0.8058,0.01207,-0.0803
0.8724,0.01486,-0.0732
0.9538,0.01729,-0.0696
1.0384,0.01909,-0.0661
1.1165,0.02118,-0.0617
1.1951,0.02358,-0.0579
1.272,0.02621,-0.0543
1.3395,0.02913,-0.0501
1.3935,0.03252,-0.0456
0.315,0.01841,-0.0685
0.4326,0.01777,-0.0715
0.5449,0.01662,-0.0713
0.6569,0.01596,-0.0713
0.7693,0.01517,-0.0713
0.8568,0.01442,-0.066
0.8675,0.01835,-0.0496
0.9328,0.02063,-0.0433
1.0198,0.02322,-0.041
1.1136,0.02572,-0.0396
1.2064,0.02862,-0.0384
1.2809,0.0317,-0.0348
1.3276,0.03463,-0.0277
0.3414,0.01542,-0.0748
0.4519,0.01489,-0.075
0.5651,0.01422,-0.0754
0.6772,0.01377,-0.0759
0.7815,0.01326,-0.0742
0.8453,0.01413,-0.065
0.8835,0.01739,-0.0538
0.9485,0.01943,-0.047
1.0245,0.02174,-0.0427
1.1095,0.02414,-0.0401
1.1919,0.02662,-0.0373
1.2629,0.02936,-0.0334
1.3161,0.03242,-0.0279
0.35,0.01358,-0.077
0.4625,0.01311,-0.0774
0.5743,0.01266,-0.0776
0.6857,0.01236,-0.0779
0.7895,0.01202,-0.0761
0.8385,0.01414,-0.065
0.896,0.01662,-0.0568
0.9619,0.01844,-0.0498
1.0348,0.02055,-0.0448
1.1113,0.02286,-0.0408
1.1888,0.02538,-0.0374
1.2588,0.02813,-0.0336
1.3129,0.03121,-0.0286
-0.0,0.01291,0.0
0.1077,0.01294,0.0018
0.2143,0.01307,0.0036
0.3196,0.0133,0.0058
0.4228,0.01368,0.0084
0.5221,0.01411,0.0116
0.6314,0.01483,0.0129
0.7862,0.01595,0.0042
0.9371,0.01713,-0.0056
0.9845,0.01836,0.0046
1.0427,0.02001,0.0127
1.0776,0.02232,0.023
1.0953,0.02661,0.0313
-0.0,0.01146,0.0
0.1087,0.01153,0.0013
0.3236,0.01194,0.0045
0.4285,0.01231,0.0064
0.5302,0.01273,0.009
0.7596,0.01422,0.0087
0.9266,0.01555,-0.0036
0.9865,0.01676,0.0042
1.0454,0.01833,0.0123
1.0842,0.02066,0.0222
-0.0,0.01051,0.0
0.1095,0.0106,0.0011
0.2183,0.01078,0.0023
0.3262,0.01103,0.0036
0.4323,0.0114,0.0053
0.5359,0.0118,0.0074
0.6347,0.01233,0.0104
0.7459,0.01309,0.0109
0.9052,0.01439,0.0004
0.9923,0.0156,0.0032
1.0521,0.01719,0.0112
1.0932,0.0195,0.0211
1.1194,0.02347,0.0291
1.0581,0.01521,-0.2461
1.1765,0.01589,-0.2471
1.2944,0.01669,-0.248
1.4087,0.01752,-0.2482
1.5193,0.01831,-0.2474
1.6071,0.01885,-0.2416
1.7097,0.01993,-0.2394
1.8019,0.02105,-0.2351
1.8792,0.02233,-0.2279
1.9279,0.02456,-0.2157
1.9362,0.03033,-0.1989
1.9348,0.03876,-0.1845
1.9355,0.04889,-0.1745
1.062,0.01404,-0.2467
1.1794,0.01462,-0.2474
1.2971,0.01537,-0.2483
1.4103,0.01603,-0.2482
1.5235,0.01677,-0.2481
1.6102,0.01713,-0.242
1.7126,0.01819,-0.2397
1.8049,0.01927,-0.2355
1.8845,0.0206,-0.2288
1.9318,0.02328,-0.2166
1.9455,0.0293,-0.2009
1.9523,0.0371,-0.1874
1.9539,0.04697,-0.1773
1.0644,0.01316,-0.2471
1.1812,0.01372,-0.2476
1.299,0.01444,-0.2485
1.4115,0.01501,-0.2483
1.5239,0.01566,-0.248
1.6129,0.01598,-0.2424
1.7145,0.01694,-0.24
1.8081,0.01803,-0.236
1.8899,0.01942,-0.2298
1.9352,0.02263,-0.2175
1.9564,0.02845,-0.203
1.9715,0.03552,-0.1902
1.973,0.04515,-0.1797
1.1912,0.01814,-0.272
1.3104,0.01943,-0.2728
1.4367,0.02055,-0.2754
1.5596,0.02167,-0.2772
1.6536,0.02259,-0.2728
1.7695,0.02462,-0.2736
1.8718,0.02641,-0.2715
1.9696,0.02862,-0.2688
2.067,0.03067,-0.2661
2.1548,0.03251,-0.2614
2.2195,0.03447,-0.2524
2.2578,0.03661,-0.2387
2.2828,0.0398,-0.2238
1.1876,0.01688,-0.2711
1.3061,0.01805,-0.2718
1.4323,0.01909,-0.2743
1.5512,0.01998,-0.2753
1.6514,0.02078,-0.2721
1.7645,0.02234,-0.2722
1.8686,0.02405,-0.2705
1.9735,0.0259,-0.2691
2.0618,0.02743,-0.2643
2.14,0.02938,-0.2577
2.1991,0.03138,-0.2476
2.24,0.03377,-0.2346
2.2725,0.03718,-0.2215
1.1827,0.01594,-0.27
1.2985,0.01697,-0.2701
1.4198,0.0178,-0.2714
1.5453,0.01887,-0.2739
1.6465,0.01946,-0.2709
1.7575,0.0209,-0.2705
1.8701,0.02259,-0.2706
1.9607,0.02393,-0.266
2.0514,0.02565,-0.2618
2.1342,0.0274,-0.2561
2.1883,0.02925,-0.245
2.2344,0.0318,-0.2332
2.2737,0.03522,-0.2214
0.286,0.01207,-0.0527
0.3899,0.01207,-0.0501
0.4897,0.01212,-0.0467
0.6349,0.01232,-0.0532
0.7637,0.01279,-0.0585
0.8617,0.01356,-0.0567
0.9639,0.01446,-0.0555
1.0632,0.01554,-0.0539
1.1591,0.0168,-0.0517
1.2434,0.01821,-0.0479
1.31,0.02,-0.0418
1.3413,0.02263,-0.0315
1.3487,0.02801,-0.0229
0.2923,0.01069,-0.0541
0.3998,0.01074,-0.0526
0.5031,0.01083,-0.0502
0.6138,0.01098,-0.0492
0.7646,0.01142,-0.0584
0.8624,0.01212,-0.0566
0.9648,0.013,-0.0554
1.064,0.01399,-0.0538
1.1592,0.01525,-0.0516
1.242,0.01664,-0.0476
1.3081,0.01843,-0.0414
1.3389,0.0214,-0.0315
1.3513,0.02702,-0.0237
0.2957,0.00979,-0.0548
0.4055,0.00988,-0.054
0.5117,0.00998,-0.0524
0.6121,0.01012,-0.0493
0.7663,0.01052,-0.0585
0.863,0.01117,-0.0566
0.9653,0.01199,-0.0554
1.0651,0.01297,-0.0539
1.1596,0.01417,-0.0516
1.2426,0.01558,-0.0477
1.3077,0.01738,-0.0413
1.3422,0.02051,-0.0321
1.3544,0.02633,-0.0243
0.3634,0.00919,-0.0704
0.4603,0.0096,-0.0668
0.5589,0.01007,-0.0636
0.6581,0.01059,-0.0605
0.757,0.01111,-0.0574
0.8545,0.01175,-0.0541
0.9479,0.01274,-0.0504
1.0325,0.01444,-0.0457
1.1078,0.01701,-0.0405
1.1534,0.02211,-0.0319
1.1732,0.02773,-0.0201
1.1815,0.03547,-0.0114
1.2084,0.04453,-0.006
0.3607,0.00825,-0.069
0.4584,0.0086,-0.0658
0.5577,0.00902,-0.0628
0.6572,0.00947,-0.0599
0.7564,0.01,-0.057
0.8541,0.01069,-0.0539
0.948,0.01175,-0.0504
1.0322,0.01362,-0.046
1.1107,0.01614,-0.0413
1.1569,0.0213,-0.0325
1.1879,0.02602,-0.0217
1.1931,0.03341,-0.0124
1.2106,0.04248,-0.007
0.3592,0.0076,-0.0683
0.4575,0.00791,-0.0652
0.5571,0.00829,-0.0624
0.6569,0.00873,-0.0596
0.7563,0.00925,-0.0568
0.8544,0.00995,-0.0539
0.9486,0.01107,-0.0506
1.0333,0.01304,-0.0464
1.1124,0.01563,-0.0418
1.1629,0.02047,-0.0334
1.1939,0.02513,-0.0224
1.2071,0.03166,-0.0133
1.2216,0.03988,-0.0084
0.4251,0.01031,-0.0902
0.534,0.01058,-0.0889
0.6433,0.01082,-0.0875
0.7519,0.0111,-0.0861
0.8598,0.01145,-0.0846
0.9659,0.01194,-0.0828
1.067,0.01271,-0.0805
1.1578,0.01423,-0.0769
1.2317,0.01711,-0.0716
1.2892,0.02083,-0.0649
1.322,0.02548,-0.0556
1.3215,0.03383,-0.0464
1.3315,0.04313,-0.0406
0.4215,0.00886,-0.0879
0.5319,0.00912,-0.0871
0.6422,0.0094,-0.0861
0.7518,0.00971,-0.0851
0.8603,0.01013,-0.084
0.9665,0.01071,-0.0825
1.0681,0.01161,-0.0805
1.1586,0.01335,-0.0772
1.2346,0.01623,-0.0724
1.2985,0.01963,-0.0665
1.3332,0.02415,-0.0572
1.3371,0.03188,-0.0478
1.3424,0.0412,-0.0419
0.4192,0.00795,-0.0867
0.5305,0.0082,-0.0861
0.6413,0.00849,-0.0853
0.7515,0.00883,-0.0846
0.8605,0.00929,-0.0837
0.9671,0.00992,-0.0825
1.0689,0.01091,-0.0806
1.1596,0.01277,-0.0775
1.2373,0.01564,-0.0732
1.3058,0.0188,-0.0677
1.3414,0.02324,-0.0583
1.3485,0.03053,-0.0488
1.3644,0.03844,-0.0434
0.2451,0.01074,-0.0436
0.3606,0.01137,-0.0438
0.477,0.01201,-0.0443
0.5933,0.01269,-0.0449
0.7092,0.01344,-0.0457
0.8243,0.01447,-0.0465
0.9375,0.01596,-0.0473
1.0486,0.0178,-0.0481
1.1555,0.0202,-0.0485
1.2561,0.0233,-0.0482
1.3494,0.02651,-0.0472
1.4217,0.03143,-0.044
1.4207,0.04104,-0.0335
0.2412,0.00995,-0.0423
0.3583,0.0105,-0.0429
0.4756,0.01108,-0.0438
0.5929,0.01168,-0.0447
0.7096,0.01241,-0.0457
0.8251,0.01348,-0.0468
0.9393,0.01485,-0.0479
1.0515,0.01658,-0.0488
1.1599,0.01879,-0.0495
1.2634,0.02145,-0.0496
1.3601,0.02448,-0.049
1.4368,0.02937,-0.0462
1.4493,0.03811,-0.0364
0.2393,0.00939,-0.0416
0.3574,0.00989,-0.0426
0.4753,0.01041,-0.0436
0.593,0.01099,-0.0447
0.7101,0.01172,-0.0459
0.8261,0.01279,-0.0471
0.9409,0.0141,-0.0483
1.0537,0.01574,-0.0494
1.1633,0.01778,-0.0502
1.2683,0.02027,-0.0506
1.3671,0.02315,-0.0501
1.4458,0.02811,-0.0475
1.471,0.03616,-0.039
0.2516,0.01234,-0.0452
0.3655,0.01305,-0.0449
0.4821,0.01376,-0.0456
0.5991,0.01451,-0.0465
0.7159,0.01537,-0.0476
0.8321,0.0165,-0.0489
0.9469,0.01801,-0.0503
1.0601,0.01991,-0.0516
1.1699,0.02238,-0.0527
1.2754,0.02544,-0.0533
1.3736,0.02887,-0.0534
1.4529,0.03446,-0.0515
1.4781,0.04399,-0.0437
0.2467,0.01169,-0.0435
0.3632,0.01232,-0.0441
0.481,0.01295,-0.0451
0.5989,0.01364,-0.0464
0.7165,0.01444,-0.0478
0.8331,0.01555,-0.0493
0.9488,0.01693,-0.0508
1.0627,0.01867,-0.0523
1.1738,0.02091,-0.0536
1.2812,0.02354,-0.0545
1.3826,0.02672,-0.0548
1.4665,0.03217,-0.0533
1.5038,0.0409,-0.0467
0.2443,0.01125,-0.0427
0.3624,0.0118,-0.0437
0.4809,0.01238,-0.0451
0.5992,0.01302,-0.0465
0.7171,0.01382,-0.048
0.8342,0.01488,-0.0497
0.9503,0.01619,-0.0513
1.0647,0.01783,-0.0528
1.1768,0.01985,-0.0542
1.2855,0.02227,-0.0553
1.3893,0.02513,-0.0558
1.4746,0.03073,-0.0545
1.5222,0.03867,-0.0489
0.4222,0.01618,-0.0964
0.5178,0.01605,-0.0921
0.6103,0.01614,-0.0878
0.7169,0.01521,-0.0848
0.8248,0.01364,-0.0815
0.9296,0.01257,-0.0784
1.0289,0.01229,-0.0745
1.1057,0.01374,-0.068
1.1456,0.01671,-0.0568
1.1582,0.02125,-0.044
1.1747,0.0273,-0.0342
1.202,0.0335,-0.0268
1.239,0.04016,-0.0209
0.4347,0.01296,-0.0943
0.5268,0.01311,-0.0904
0.6264,0.01276,-0.087
0.7284,0.01217,-0.0839
0.8335,0.01111,-0.081
0.9375,0.01058,-0.0783
1.0315,0.01105,-0.0743
1.1027,0.01297,-0.0674
1.139,0.01601,-0.0559
1.1608,0.02036,-0.0446
1.185,0.02586,-0.0355
1.2152,0.03157,-0.0282
1.2437,0.0381,-0.0221
0.4331,0.01114,-0.092
0.5298,0.01097,-0.0885
0.6314,0.01064,-0.0857
0.7342,0.01014,-0.0831
0.8381,0.00957,-0.0807
0.9408,0.00945,-0.0782
1.0312,0.01037,-0.074
1.0997,0.0125,-0.067
1.1352,0.01557,-0.0555
1.1641,0.0197,-0.0451
1.1945,0.02472,-0.0365
1.2252,0.03023,-0.0293
1.2541,0.03652,-0.023
0.1067,0.01241,-0.0281
0.2878,0.0121,-0.0418
0.443,0.01104,-0.0491
0.5563,0.00982,-0.0481
0.6266,0.00968,-0.039
0.6667,0.01258,-0.026
0.7267,0.01667,-0.0178
0.8067,0.02004,-0.0129
0.1032,0.01037,-0.0267
0.2404,0.01009,-0.0303
0.3838,0.00952,-0.0356
0.5331,0.00876,-0.0423
0.6277,0.00906,-0.0389
0.666,0.01214,-0.0265
0.7327,0.0155,-0.0192
0.8125,0.01853,-0.0143
0.894,0.02383,-0.0092
0.963,0.03338,-0.0038
0.9693,0.04838,0.0064
0.8578,0.06847,0.0162
0.6597,0.09938,-0.0039
0.1143,0.00898,-0.0285
0.2223,0.00872,-0.0261
0.3511,0.00833,-0.0283
0.4965,0.00799,-0.0344
0.6274,0.00879,-0.0388
0.6671,0.01176,-0.027
0.7402,0.01441,-0.0207
0.8226,0.01696,-0.016
0.8961,0.02219,-0.0101
0.9734,0.02929,-0.0051
0.9797,0.04459,0.0065
0.8372,0.04975,0.0194
0.7313,0.07846,0.0074
0.3938,0.00883,-0.0911
0.524,0.00847,-0.093
0.634,0.00869,-0.0907
0.7369,0.00937,-0.0875
0.8357,0.01041,-0.084
0.9314,0.01185,-0.0805
1.0205,0.01393,-0.0765
1.1061,0.01693,-0.0728
1.1694,0.02333,-0.0652
1.2269,0.03063,-0.0572
1.2709,0.04222,-0.0488
1.2304,0.05751,-0.0366
1.1527,0.07906,-0.0411
0.4105,0.00743,-0.093
0.5285,0.00739,-0.0926
0.6343,0.00783,-0.09
0.7364,0.00859,-0.0871
0.8358,0.00965,-0.084
0.9322,0.01109,-0.0809
1.0236,0.01317,-0.0775
1.1092,0.01637,-0.0738
1.1746,0.02249,-0.0664
1.2315,0.03026,-0.0582
1.2647,0.0429,-0.0491
1.2357,0.05612,-0.0379
1.1896,0.07182,-0.0383
0.4175,0.00657,-0.0936
0.5294,0.00674,-0.0922
0.6341,0.00727,-0.0896
0.736,0.00807,-0.0869
0.8362,0.00913,-0.0842
0.9324,0.01064,-0.0812
1.0254,0.01274,-0.0782
1.1093,0.01632,-0.0743
1.1842,0.02119,-0.068
1.2429,0.02805,-0.0598
1.2804,0.03981,-0.0505
0.3438,0.00892,-0.0725
0.4391,0.00881,-0.0677
0.5401,0.00908,-0.0643
0.6416,0.00972,-0.0614
0.7422,0.01063,-0.0588
0.8405,0.01183,-0.0561
0.9357,0.01336,-0.0532
1.0257,0.01532,-0.0499
1.1084,0.01798,-0.0459
1.1751,0.02206,-0.0402
1.214,0.02795,-0.0307
1.2374,0.03554,-0.0216
1.246,0.04538,-0.0148
0.3415,0.00769,-0.0706
0.4373,0.00775,-0.0663
0.5384,0.00817,-0.0633
0.6402,0.00887,-0.0608
0.7416,0.00978,-0.0586
0.8408,0.01094,-0.0563
0.9377,0.01239,-0.0538
1.0299,0.01427,-0.0509
1.1158,0.01676,-0.0475
1.1863,0.02059,-0.0421
1.2265,0.02624,-0.0327
1.2489,0.03266,-0.023
1.2515,0.04293,-0.0158
0.3396,0.0069,-0.0693
0.4357,0.00709,-0.0655
0.537,0.00758,-0.0628
0.6394,0.00829,-0.0606
0.7414,0.00919,-0.0586
0.8418,0.01031,-0.0566
1.0335,0.01355,-0.0518
1.1214,0.01593,-0.0486
1.1952,0.01952,-0.0436
1.2392,0.02484,-0.0347
1.2543,0.03147,-0.0239
1.2689,0.03906,-0.0176
0.3641,0.00903,-0.0776
0.463,0.00892,-0.0734
0.5656,0.00916,-0.0703
0.6678,0.00979,-0.0675
0.7684,0.01072,-0.0648
0.8664,0.0119,-0.062
0.961,0.01341,-0.059
1.0504,0.01536,-0.0555
1.1331,0.01781,-0.0513
1.202,0.02139,-0.0456
1.2438,0.02662,-0.0365
1.2688,0.03222,-0.0275
1.2632,0.04248,-0.02
0.3623,0.00776,-0.0757
0.4618,0.00783,-0.0721
0.5643,0.00824,-0.0694
0.6667,0.00893,-0.067
0.7679,0.00985,-0.0646
0.8668,0.011,-0.0622
0.9627,0.01248,-0.0595
1.0545,0.01428,-0.0565
1.1395,0.01666,-0.0527
1.2129,0.01996,-0.0476
1.2664,0.02416,-0.04
1.2856,0.03013,-0.0294
1.2795,0.0397,-0.0213
0.3609,0.00695,-0.0746
0.4604,0.00715,-0.0713
0.5632,0.00764,-0.0689
0.666,0.00835,-0.0667
0.768,0.00925,-0.0647
0.8675,0.0104,-0.0624
0.9651,0.01178,-0.0601
1.0582,0.01355,-0.0573
1.2218,0.01891,-0.0491
1.2785,0.02298,-0.042
1.2978,0.02879,-0.0308
1.2985,0.03712,-0.0228
0.4057,0.00935,-0.088
0.5111,0.00915,-0.085
0.6163,0.00934,-0.0822
0.7202,0.00995,-0.0797
0.8213,0.01086,-0.077
0.9196,0.01205,-0.0742
1.0137,0.01359,-0.0711
1.1036,0.0155,-0.0676
1.186,0.0179,-0.0633
1.259,0.0209,-0.0579
1.3104,0.02483,-0.0501
1.3378,0.03017,-0.0407
1.3252,0.04015,-0.0319
0.4067,0.00795,-0.0866
0.5112,0.00799,-0.0838
0.616,0.00837,-0.0815
0.7196,0.00906,-0.0792
0.8211,0.00999,-0.0769
0.9202,0.01115,-0.0744
1.016,0.01261,-0.0717
1.1074,0.01443,-0.0685
1.1931,0.01664,-0.0647
1.2698,0.01941,-0.06
1.3273,0.0231,-0.0528
1.3591,0.02804,-0.0432
1.3413,0.03789,-0.0332
0.406,0.00709,-0.0856
0.5103,0.00727,-0.0831
0.6153,0.00775,-0.081
0.7192,0.00846,-0.079
0.8215,0.00938,-0.0769
0.9212,0.01053,-0.0747
1.0183,0.01194,-0.0723
1.1992,0.01578,-0.066
1.2784,0.01842,-0.0616
1.3417,0.02185,-0.0552
1.3701,0.02693,-0.0446
1.3689,0.03498,-0.0348
0.2472,0.01228,-0.0632
0.4199,0.01129,-0.0743
0.5422,0.01022,-0.0744
0.6477,0.00957,-0.0708
0.7405,0.00964,-0.0648
0.8115,0.01165,-0.056
0.8819,0.01455,-0.0491
0.9572,0.01785,-0.0433
1.0352,0.0216,-0.038
1.1051,0.02555,-0.0321
1.1611,0.03242,-0.0248
1.1747,0.04411,-0.0138
1.1217,0.05843,-0.004
0.3379,0.01018,-0.079
0.463,0.00913,-0.0806
0.5646,0.00845,-0.077
0.6555,0.00832,-0.0713
0.7405,0.00887,-0.0644
0.8092,0.01115,-0.0559
0.9656,0.01662,-0.0451
1.0449,0.0196,-0.0401
1.1134,0.02358,-0.0338
1.1676,0.02939,-0.0256
1.1989,0.03792,-0.0163
1.1656,0.05183,-0.0057
0.3636,0.00866,-0.0822
0.4807,0.00784,-0.0827
0.5718,0.0075,-0.0775
0.6586,0.00757,-0.0714
0.7375,0.00849,-0.0637
0.8087,0.01077,-0.0561
0.8903,0.01312,-0.0513
0.9724,0.01577,-0.0465
1.0532,0.01845,-0.0418
1.129,0.02151,-0.0364
1.1723,0.02761,-0.0266
1.2078,0.03525,-0.0171
1.1956,0.04617,-0.0069
0.2221,0.00778,-0.0448
0.3156,0.00812,-0.0396
0.4144,0.00887,-0.0359
0.5167,0.00982,-0.0333
0.6197,0.01102,-0.0312
0.7223,0.01251,-0.0294
0.8232,0.01438,-0.0276
0.922,0.01664,-0.0256
1.016,0.01936,-0.0232
1.0991,0.02368,-0.0195
1.1683,0.03092,-0.0149
1.221,0.03857,-0.0095
1.2016,0.05215,-0.0022
0.2065,0.007,-0.0405
0.3122,0.00742,-0.0385
0.4124,0.00816,-0.0354
0.5161,0.00908,-0.0333
0.6206,0.01019,-0.0316
0.7247,0.01155,-0.0301
0.8269,0.01327,-0.0285
0.9273,0.01528,-0.0267
1.0233,0.01772,-0.0246
1.1082,0.0217,-0.0211
1.1805,0.02725,-0.0164
1.2321,0.03523,-0.0107
1.2399,0.04392,-0.0029
0.3101,0.00695,-0.0379
0.4112,0.00767,-0.0352
0.516,0.00856,-0.0334
0.6215,0.00962,-0.032
0.7267,0.01089,-0.0307
